date,company,writer,title,classification1,classification2,classification3,contents
20200811,문화일보,김성훈,"현대차, 수소에너지 ‘4륜 질주’",경제>산업_기업,경제>자원,경제>자동차,"1 완성차 .. .. ..2 연료전지 .. .. ..3 충전 인프라 .. .. ..4 수소전기 하우스 .. .. .. ..세계 수소경제 활성화 앞장 .. .. .. .. ..글로벌 81社 모여 수소委 설립 .. .. ..정의선 부회장이 공동위원장 .. .. .. .. ..美, 민관 힘합쳐 차량보급 전력 .. .. ..EU, 에너지통합 수소전략 발표 .."
20200811,문화일보,민병기,< Leadership 클래스 >어떤 정권도 피해가지 못한 ‘집권 4년차 증후군’,정치>청와대,정치>국회_정당,정치>행정_자치,"■ 정권 말기 ..‘레임덕’ .. ..文, 여전히 영향력 막강… 獨走 고집 땐 ..‘부메랑’ .. .. .. ..정책 실패·지지율 하락 등에 .. .. ..측근·인척 비리 겹쳐 발생해 .. .. .. .. ..YS, 차남 현철 비리의혹 확산 .. .. ..DJ, 이용호 게이트 등이 촉발 .. .. ..盧, 인사 갈등·지방선거 참패 .. .. ..MB, .."
20200811,머니투데이,김건우|기자|,"에이티세미콘 이랑텍, 日 이통사와 70억 규모 5G RF필터 공급 계약",경제>자동차,IT_과학>모바일,경제>반도체,"[머니투데이 김건우 기자] .. ..반도체 후공정 토탈솔루션 기업 에이티세미콘의 관계사 이랑텍이 일본 대표 이동통신사에 5G 핵심 부품을 공급한다. .. ..에이티세미콘은 3일 5G 통신 부품 전문기업 이랑텍이 일본 이동통신사 KDDI와 70억원 규모의 5G 부품 공급 파트너십 계약을 체결했다고 밝혔다... 이번 계약으로 이랑텍은 5G 공유기, 28밴드.."
20200811,머니투데이,김건우|기자|,"한국테크, 경남중공업-대우조선해양건설과 6500억원 조선소 건립 추진",지역>충남,지역>제주,지역>전북,"[머니투데이 김건우 기자] .. ..한국테크놀로지는 3일 오전 대우조선해양건설, 경남중공업과 고성 수리조선소 전문단지 조성사업 추진을 위한 3자간 업무협약을 체결했다고 밝혔다. .. ..수리조선소 단지 조성사업은 경남 고성군 동해면 양촌리 산9-1번지 일원 192만492㎡ 규모 부지에 총사업비 약 6500억을 들여 수리 조선소를 건립한다. .. .. .."
20200811,한라일보,오은지기자 ejoh@ihalla.com,제주도의회도 국비확보 위한 중앙부처 소통 행보,지역>제주,지역>충남,지역>경기,"제주특별자치도의회가 최근 정부세종청사를 방문해 내년 국비확보를 위한 소통 행보를 펼쳤다. ..　제주도의회는 좌남수 의장이 지난달 30~31일 정부세종청사를 방문해 소관 실·국장, 과장, 실무자를 만나 내년도 국비확보를 위한 적극 소통을 펼치며 제주가 직면하고 있는 현실, 도민의 열망과 의지를 피력했다고 3일 밝혔다... .. ..　도의회에 따르면 전국적.."
20200811,전자신문,김한식,"한국과총 광주전남연합회, 'AI 기반 에너지산업 온오프라인 포럼' 개최",경제>자원,지역>광주,지역>경기,한국과학기술단체총연합회(한국과총) 광주전남지역연합회(회장 최용국)는 7월 30일 오후 2~4시까지 2시간동안 광주과학기술진흥원 12층 국제의실에서 ..'AI 기반 에너지산업(그린뉴딜) 온오프라인 포럼'을 성황리에 개최했다... .. .. .. .. .. ..한국과총 광주전남지역연합회가 광주과학기술진흥원(원장 안기석)광주정보문화산업진흥원(원장 탁용석..
20200811,동아일보,최용석,"㈜이도, 당진 염해농지 100MW 태양광 사업 본격 추진",지역>충남,경제>자원,지역>경기,"SK디앤디, 플라스포 등 공동 참여사와 사업개발 위한 주주간협약서 체결 .. .. .. .. 국내 유일의 통합운영관리(O&M, Operating ..& Management) 전문 회사인 주식회사 이도(YIDO, 대표 최정훈)가 정부의 ..‘그린뉴딜’ 정책에 맞춰 신재생 에너지 사업 육성에 나선다... .. .. .. .. ..㈜이도는 당진 대호지면 일대.."
20200811,전남일보,박수진,광주시 '에너지 영향 평가제' 도입한다,경제>자원,지역>광주,지역>경기,"2045년 에너지 자립 도시' 전환을 선언한 광주시가 에너지 영향 평가 제도를 시행하기로 했다. ..이용섭 광주시장은 3일 월간 정례조회에서 ..건축·건설 등 인허가, 일정 규모 이상 예산 사업에서 환경·교통 영향 평가를 하는 것처럼 반드시 에너지 영향 평가를 하는 제도를 마련하라고 주문했다. ..산단, 아파트 등 건립을 승인할 때 ..'자체 생산.."
20200811,아주경제,강일용,"극장서 VR 놀이기구 탄다... 정부, 낡은 VR·AR 규제 타파",IT_과학>IT_과학일반,,,"정부가 가상현실(VR), 증강현실(AR) 산업 관련 규제를 풀고 국내 VR·AR 콘텐츠 기업 육성에 나선다... 시대에 맞지 않는 낡은 규제를 폐지하고, 모호하게 규정된 부분을 명확히 해 국내 기업이 사업을 추진하면서 겪는 어려움을 없앨 계획이다... .. .. .. ..과학기술정보통신부는 3일 정부 관계부처 합동으로 이러한 내용을 담은 ..'VR·AR.."
20200812,서울경제,빈난새 기자,정책펀드 동원령'…NO한 시중은행,경제>금융_재테크,경제>취업_창업,경제>무역,"‘한국판 뉴딜’ 정책을 뒷받침하기 위해 중소벤처기업부가 주도적으로 조성한 ..‘스마트대한민국펀드’에 출자 요청을 받은 시중은행들이 고민 끝에 참여하지 않기로 했다... 코로나 금융 지원은 물론 이미 수년간 벤처투자 활성화, 중소기업 지원 등을 내걸고 각 부처에서 만든 정책성 펀드에 은행권이 번번이 돈줄을 대온 상황에서 비슷한 사업에 또 민간은행이 수백억.."
20200812,서울경제,빈난새 기자,툭하면 손벌리는 정부에 은행들 '부글',경제>금융_재테크,경제>취업_창업,경제>증권_증시,"정부가 벤처투자 활성화나 금융시장 안정화는 물론 신산업 육성, 일자리 창출 등 각종 정책을 내놓을 때마다 은행권에 동원령을 내린 것은 오랜 관행이다... 민간기업인 5대 금융과 은행권은 올해 신종 코로나바이러스 감염증(코로나19) 여파로 막힌 금융시장의 자금경색을 풀기 위해 10조원을 출자하기로 약정했고 지난 3월에도 산업통상자원부 주도로 조성된 ..‘.."
20200812,전남일보,편집에디터,사설>광주시의 에너지 영향평가제 도입 환영한다,경제>자원,지역>경기,지역>광주,"앞으로 광주 지역에서 일정 규모 이상의 건축이나 건설 시에는 해당 시설이 사용할 에너지를 자체 생산하는 제도가 시행될 것으로 보인다... 광주시가 2045년까지 탄소중립 에너지 자립도시 달성 방안으로 건축·건설에 에너지 영향평가제도를 도입할 계획이기 때문이다. ..이용섭 광주시장은 3일 정례조회에서 ..앞으로 건축·건설 등의 인허가, 일정 규모 이상의.."
20200812,아시아경제,호남취재본부 홍재희,"임실군, 한국판 뉴딜 연계 신규 사업 적극 발굴",지역>충남,사회>사회일반,지역>경남,[아시아경제 호남취재본부 박노식 기자] 전북 임실군이 정부의 한국판 뉴딜과 연계한 국가예산을 확보키 위해 신규 사업 발굴에 모든 역량을 모은다... .. .. .. ..3일 심민 군수는 확대간부회의서 ..“코로나19 사태에 따른 극심한 경기침체를 극복키 위해 정부가 한국판 뉴딜을 추진하고 있다”면서 ..“이와 연계한 국가예산 확보 신규 사업을 적극 발굴..
20200812,중앙일보,,부동산+기술 ‘프롭테크’를 알자…한국벤처투자 ‘KVIC NewsLetter’ 8호 발간,경제>취업_창업,경제>증권_증시,IT_과학>IT_과학일반,"한국벤처투자(주)(대표 이영민)가 8월 3일(월) KVIC NewsLetter 8호를 발간한다고 밝혔다... .. .. .. .. KVIC NewsLetter는 벤처 투자시장의 다양한 정보를 가독성 높은 콘텐츠로 제공함으로써 벤처생태계에 민간 경제주체의 참여도를 높이는 것을 목적으로 지난 4월 20일 이후 매월 첫째, 셋째 월요일에 격주로 발간되고 있다.."
20200812,아시아경제,유현석,"에이티세미콘 이랑텍, 日 이통사와 70억 규모 5G RF필터 공급 계약",경제>자동차,IT_과학>모바일,경제>반도체,"[아시아경제 유현석 기자] 에이티세미콘은 3일 5G 통신 부품 전문기업인 관계사 이랑텍이 일본 이동통신사 KDDI와 70억원 규모의 5G 부품 공급 파트너십 계약을 체결했다고 밝혔다... 이번 계약으로 이랑텍은 5G 공유기, 28밴드 공유기에 적용되는 ..‘주파수 간섭 제거 RF(Radio Frequency)필터 솔루션’을 KDDI에 공급한다... .."
20200812,전남일보,곽지혜,자전거로 국회 출근… 24시간을 48시간처럼 살아요,정치>국회_정당,정치>행정_자치,정치>선거,　21대 국회가 개원한 지 두 달을 넘어선 가운데 지역 출신 국회의원들은 어떻게 지내고 있을까... 지역 주민과 동고동락 해온 ..'마을 주치의'에서 거대 여당의 원내부대표로 바쁜 의정활동을 이어가고 있는 이용빈(광주 광산갑·초선) 의원은 ..매일 24시간을 48시간처럼 활용하고 있다고 답했다. ..　● 자전거로 15분 국회 출근 ..　국회에 입성한..
20200812,경남신문,김희진,민주당대표 후보들 “동남권 메가시티·신공항 건설 돕겠다”,정치>국회_정당,정치>선거,정치>청와대,"더불어민주당 당대표에 출마한 이낙연 의원, 김부겸 전 의원, 박주민 의원(기호순)이 1일 창원에서 열린 ..‘경남지역 합동연설회’에서 동남권 메가시티 구축, 신공항 건설, 지역경제 활성화를 적극 돕겠다며 지역 당원들의 표심을 자극했다. .. ..이날 창원컨벤션센터에서 열린 민주당 당대표·최고위원 후보 경남지역 합동연설회에서 당대표 후보 3명은 경남지역 .."
20200812,충청투데이,백승목 기자,"장철민 폭우 관련 기후문제, 적극 대비해야",지역>경남,사회>사회일반,지역>광주,[충청투데이 백승목 기자] 집중호우에 따른 중ㆍ남부지방 호우특보와 관련 기후문제에 적극적으로 대비해야한다는 지적이 나왔다... .. .. ..더불어민주당 장철민 의원(대전 동구)은 지난달 31일 열린 국회 환경노동위원회 전체회의에서 환경부와 기상청을 상대로 기상이변 대책마련을 촉구했다... .. .. ..장 의원은 ..“정부의 그린뉴딜 정책이 산업 정책..
20200812,충청투데이,박병훈 기자,박세복 영동군수 한국형 뉴딜 주체는 지자체… 선제 대응할 것,지역>충남,지역>전북,지역>충북,[충청투데이 박병훈 기자] 박세복 영동군수가 간부회의에서 정부의 한국형 뉴딜 정책에 선제적으로 대응하라고 지시했다... .. .. ..박 군수는 ..“대규모 재정이 투자되는 곳이 자치단체인 만큼 뉴딜과 연계한 미래 전략을 신속하게 수립해야 한다”며 ..“행정의 역량을 집중해 창의적인 아이디어를 공모하는 등 발 빠른 대응에 나서야 한다”고 말했다... ..
20200812,국제신문,김성룡 이민용 기자,"김경수 지사 “낙동강 수질 개선, 한국판 뉴딜에 포함시켜야”",지역>강원,사회>환경,지역>경기,"- ..“영남권 5개 시·도지사 공감대 ..- 통합 물관리와 별개 추진 마땅 ..- 5일 정부에 공식 요구할 계획” .. ..경남도가 최근 불거진 발암물질인 1,4-다이옥산 검출과 수돗물 정수장 유충 발견 등 일련의 낙동강 수질오염 문제와 관련해 강도 높은 대책을 추진해 관심을 모으고 있다. ..김경수 경남지사는 지난달 31일 다이옥산 검출과 더불어 유.."
20200812,국제신문,이석주 기자 serenom@kookje.co.kr,수익률 3%대 원금 보장…정부 ‘뉴딜펀드’ 만든다,경제>금융_재테크,정치>행정_자치,경제>증권_증시,- 세제 혜택 주는 방안도 논의 .. ..수익률이 은행 금리보다 3배가량 높고 원금도 보장되는 ..‘국민 참여형 뉴딜펀드’가 출시된다. .. ..2일 더불어민주당과 정부에 따르면 당정은 한국판 뉴딜 사업의 재원 조성과 국민소득 증대를 위한 뉴딜펀드 출시 구상을 이르면 이달 중 발표할 계획이다. .. ..이 펀드는 디지털 뉴딜과 그린 뉴딜 등 한국판 뉴딜..
20200812,충청투데이,이인희 기자,대전 3대하천 그린뉴딜 첫발,지역>경남,지역>대전,지역>경기,[충청투데이 이인희 기자] 대전시와 대전세종연구원이 도시공간 재생ㆍ녹색전환 3대 하천 그린뉴딜 사업 추진을 위한 첫걸음을 내딛였다... .. .. ..대전시와 대전세종연구원은 지난달 31일 대전세종연구원 대회의실에서 도시공간 재생ㆍ녹색전환 3대 하천 그린뉴딜 사업 추진을 위한 대전천의 미래 비전 및 관리방향 모색을 위한 전문가 세미나를 개최했다... ..
20200812,충청투데이,이권영 기자,"충남도, '충남정보보호지원센터' 개소",IT_과학>보안,지역>충남,지역>울산,"[충청투데이 이권영 기자] 충남도는 31일 천안시 소재 충남테크노파크 스마트ICT융합센터에서 ..‘충남정보보호지원센터’ 개소식을 가졌다고 밝혔다... .. .. ..이번 충남정보보호지원센터는 과학기술정보통신부·한국인터넷진흥원의 2020년도 신규 정보보호지원센터 구축 공모에 충남테크노파크가 선정되면서 문을 열게 됐다... .. .. ..도와 과기부, 한국.."
20200812,파이낸셜뉴스,김경아,성장주 선별투자… ‘발로 뛰는 리서치’로 올들어 12% 수익 [이런 펀드 어때요],경제>증권_증시,경제>금융_재테크,경제>자동차,우리G 기업가치향상장기증권 펀드 .. ..대형주 80%+중소형·코스닥주 담아 .. ..기업탐방·보고서 등 활발한 리서치 .. ..꼼꼼한 분석 통해 투자종목 선정 .. ..언택트·ESG 관련주 훈풍 수혜도 .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. ..우리금융지주 자회사인 우리글로벌자산운용의..
20200812,서울경제,윤종열 기자,"안산시, 수소에너지 전담조직 신설…전문 인력 채용 등 전문성 강화",지역>경기,지역>충북,지역>제주,안산시는 수소시범도시 사업과 수소충전 인프라 조성 등 선도적으로 추진 중인 수소산업 생태계 구축 사업을 위해 수소에너지 전담조직(TF)을 구성한다고 3일 밝혔다... .. .. .. ..이는 지난해 말 수소시범도시 선정과 함께 수소연료전지차 및 충전 인프라 구축 등 다양한 수소에너지 관련 사업이 추진되면서 업무의 전담화가 요구돼 왔기 때문이다... ..
20200812,세계일보,최종범,속도 내는 ‘한국판 그린뉴딜’ 속 주목 받는 강소기업 ‘올스웰’,경제>자동차,IT_과학>과학,,"▲올스웰 강연수 대표 .. .. 최근 정부가 ..‘한국판 그린뉴딜’을 추진하겠다는 뜻을 밝히면서 관련 사업에 대한 관심이 집중되고 있다... 환경과 사람이 중심이 되는 지속 가능한 발전을 뜻하는 ..‘그린뉴딜’은 기후변화 대응, 에너지 전환 등 환경에 대한 투자를 통해 경기부양 효과를 끌어내는 정책이다... .. .. .. .. 특히 ..‘한국판 그린뉴.."
20200812,디지털타임스,김위수,"SK디앤디, 당진 대호지 태양광 발전사업 본격 추진",지역>충남,지역>경기,지역>대전,"[디지털타임스 김위수 기자] SK디앤디가 충청남도 당진시 대호지면 염해농지 일대에 대규모 태양광 발전사업을 본격적으로 추진한다고 3일 밝혔다. .. .. .. ..SK디앤디는 지난달 30일 당진 대호지면 염해농지 일대 대규모 태양광 발전사업 추진을 위해 특주목적법인 ..'대호지 솔라파크'의 공동 참여사인 이도, 플라스포와 주주간 협약서를 체결했다... .."
20200812,서울신문,나상현,年3%대 수익률… 국민참여형 ‘뉴딜펀드’ 나온다,경제>금융_재테크,정치>행정_자치,경제>증권_증시,"정부가 연 3%대 수익률을 기대할 수 있는 국민참여형 뉴딜펀드를 조성한다. ..2일 더불어민주당과 정부에 따르면 당정은 이르면 이달 내 한국판 뉴딜 재원 조성과 국민소득 증대를 위한 뉴딜펀드 출시 계획을 발표한다... 현재 민간기업, 금융기관 등과 뉴딜펀드 출시를 위한 물밑 조율을 하고 있다... 당정이 구상하는 뉴딜펀드는 디지털뉴딜과 그린뉴딜 사업의 .."
20200812,경남도민일보,주찬우 기자,"골프장 판 두산중, 채권단에 첫 상환",경제>산업_기업,경제>금융_재테크,지역>전북,유동성 위기로 채권단으로부터 3조 6000억 원을 지원받은 두산중공업이 채권단에 차입금 상환을 시작했다... .. .. ..두산중공업은 하나금융-모아미래도 컨소시엄과 클럽모우CC 매각 거래를 완료하고 매각 대금 1850억 원 가운데 일부 회원권 입회보증금 반환 비용 등을 제외한 돈으로 채권단 차입금을 상환했다고 2일 밝혔다... 상환액은 1200억 원대..
20200812,헤럴드경제,유재훈 기자,"이노비즈협회, IT 분야 일자리 창출 지원 강화",경제>취업_창업,지역>경기,지역>울산,"[헤럴드경제 유재훈 기자] 이노비즈협회가 디지털 분야 일자리 창출 지원에 적극 나선다... .. .. .. .. 협회는 IT 관련 직무 신규 채용 때 1인당 6개월 간 최대 1140만원을 기업에 지원하는 ..‘청년 디지털 일자리사업’을 시행한다고 3일 밝혔다... 대상기업은 전국 1만8500여개 이노비즈기업으로, 모집 규모는 2000명이다... .. .."
20200812,머니투데이,"권혜민 , 문지예 인턴|기자",與 부동산법 강행한다…이해찬 내일 본회의서 반드시 처리,정치>국회_정당,정치>행정_자치,,"[머니투데이 권혜민 .., 문지예 인턴 기자] ..[[the300]] .. .. ..[서울=뉴시스] 장세영 기자 ..= 이해찬 더불어민주당 대표가 3일 서울 여의도 국회에서 열린 더불어민주당 최고위원회의에 참석해 현안관련 발언을 하고 있다... 2020.08.03... photothink@newsis.com ..이해찬 더불어민주당 대표가 오는 4일 열릴.."
20200812,광주매일신문,김종민 기자,사회적 거리두기 2단계에도 광주미래 준비 많은 성과,지역>광주,지역>경기,지역>전남,"광주시가 7월 한 달간 사회적 거리두기 2단계를 유지하며 신종코로나 바이러스 감염증(코로나19)와 사투를 벌이면서도 새로운 미래를 준비하는 행정력에도 집중, 상당한 결과물을 창출한 것으로 나타났다. .. ..이용섭 시장은 3일 정례조회을 통해 ..“코로나19와의 전쟁에 빈틈없이 대응하면서도 업무에 열과 성을 다해주고 있는 직원 여러분에게 한없는 감사와 .."
20200812,중도일보,박승군 기자,"대호지솔라파크(주), 태양광 발전사업 주주간 협약 체결",지역>강원,지역>충남,지역>경기,"SK디앤디는 지난 달 30일 당진시 대호지면 염해농지 일대 대규모 태양광 발전사업 추진을 위해 특수목적법인 ..'대호지 솔라파크'의 공동 참여사인 이도, 플라스포와 주주 간 협약서를 체결했다고 밝혔다... ..'대호지 솔라파크'는 대호지면 사성리.적서리 일원에 태양광 발전 사업을 위해 SK디앤디·이도·플라스포가 공동 투자해 지난 6월 16일 설립한 특수.."
20200812,전북일보,전북일보,"내년 국비 확보, 도·정치권 공조체제가 관건",지역>전북,정치>국회_정당,지역>경기,"전북도가 내년 국가예산 확보와 주요 지역현안의 해법을 모색하기 위한 발 빠른 행보를 이어가고 있다... 지난주 전북도청에서는 지역 출신 국회의원과 송하진지사, 도내 14개 지자체장이 참석한 가운데 ..‘국회의원－도－시군 예산정책 협의회’를 개최, 국가예산 확보 공동대응 방안을 논의했다... .. .. ..내년 국가예산안은 부처에서 기획재정부로 제출된 이.."
20200812,YTN,이기정,[인천] 한국판 뉴딜 3대 정책+바이오 인천형 뉴딜 내달 발표,사회>사회일반,,,"인천시는 디지털과 그린·휴먼 등 한국판 뉴딜 정책 3대 핵심 분야에 인천의 비교우위 산업인 바이오를 추가해 ..'3+1 축'으로 뉴딜 계획을 세워 다음 달 중에 발표할 예정입니다. .. ..또 폐기물 처리와 자원순환, 상하수도, 섬 지역 스마트 의료 시스템 구축 등 현안을 해결하겠다는 구상입니다. .. ..박남춘 시장은 인천형 뉴딜 추진과제 보고회에서 .."
20200812,중도일보,오희룡 기자,"100대 명산 숲길 여행, 인터넷 길안내 시대로 활짝",지역>울산,지역>경기,지역>제주,"자동차 여행처럼 숲길 여행도 스마트 폰으로 길을 찾는 시대가 열린다... 산림청은 이달 중순부터 연연말까지 숲길 연결망 구축과 숲관광 자원조사 사업을 진행한다고 밝혔다... 숲길 연결망 구축사업은 민간과 협력하여 국민들이 실제로 이용하는 산행 궤적을 기초자료(데이터베이스)로 구축하는 사업이며, 숲 관광 자원조사는 전국 100대 명산을 중심으로 휴양림, .."
20200812,중부일보,김헌수,[시론] 미래의 예측은 혁신과 창조하는 데에,경제>취업_창업,경제>자동차,,COVID-19 확진자 수가 발병 보고 200여 일 만에 전 세계 1천만 명이 훨씬 넘는 강력한 전파력으로 세상은 온통 미증유의 뉴 노멀(New Normal)과 뉴 애브노멀(New Abnormal)이 혼재돼 있다... 당면한 이 어려움에 뚜렷한 돌파구라도 다시 마련한다면 위기의 파장은 최소화 될 것이기에 때론 業의 本質마저 바꿔서라도 새로운 미래를 준비..
20200812,세계일보,우상규,[기고] ‘한국판 뉴딜’ 신속·과감하게 추진해야,경제>취업_창업,,,"지금까지 경험하지 못한 신종 코로나바이러스 감염증(코로나19) 팬데믹(세계적 대유행)이 우리의 일상적인 삶을 뒤흔들고 있다... 과거 유행하던 전염병들은 일정 기간 경제에 제한적인 영향을 미쳤지만, 코로나19의 부정적인 영향은 전례가 없을 뿐 아니라 파급력도 지역과 업종을 가리지 않고 전방위로 확산 중이다... 정부도 경제성장 둔화와 실물경제의 타격을 .."
20200812,울산매일,강태아,"동서발전, 2025년까지 7조원 투자 ‘동서발전형 뉴딜’ 추진",경제>산업_기업,경제>자원,지역>대전,"한국동서발전(주)(사장 박일준)이 정부의 한국판 뉴딜 정책에 발맞춰 오는 2025년까지 7조 461억 원을 투자해 신규 일자리 3만 8,000개 창출에 나선다... .. .. ..울산이 포함되는 사업은 강원-충청-울산권을 연결하는 수소산업 트라이앵글 구축 사업과 MW급 부유식 해상풍력 시스템 개발 국책과제 참여를 통한 대규모 실증단지 구축기반 마련, 해.."
20200812,울산매일,강태아,울산 중소제조업 평균가동률·경영실적은 호조세,경제>산업_기업,경제>증권_증시,경제>유통,지난 3월 63.1%까지 떨어졌던 울산지역 중소제조업체들의 평균 가동율이 지난 6월 68.6%까지 회복한 것으로 나타났다... 하지만 작년 동월보다 4.4%p 차이가 나 코로나19 여파가 여전한 것으로 분석됐다... .. .. ..또 8월 울산 중소기업 경기전망지수(SBHI)도 53.9%로 전월 대비 5.6%p 떨어져 경기를 낙관하기 쉽지 않은 상황인 ..
20200812,경상일보,이형중 기자,"동서발전, 뉴딜에 2025년까지 7조461억원 투자",경제>자원,지역>경기,지역>울산,한국동서발전(주)(사장 박일준)이 정부의 한국판 뉴딜정책에 맞춰 오는 2025년까지 7조461억원을 투자해 신규일자리 3만8000개 창출에 나선다... 동서발전은 3일 경영전략회의를 열어 이같은 내용의 동서발전형 뉴딜 종합계획을 확정했다... .. .. ..동서발전형 뉴딜은 ..△신재생에너지 투자확대와 수소경제 선도를 위한 수소에너지 트라이앵글 구축을 ..
20200812,헤럴드경제,강승연 기자,주식에 크라우드펀딩도 인기…투자업계 ‘그린뉴딜’ 핫하네,경제>산업_기업,경제>자동차,IT_과학>인터넷_SNS,"친환경, 신재생에너지 산업을 전략적으로 육성하는 정부의 그린뉴딜 정책이 발표되면서 불붙은 투자 열기가 증시뿐 아니라 크라우드펀딩 시장까지 달구고 있다... .. .. .. .. 3일 금융투자업계에 따르면 SK이노베이션 임직원들이 참여한 친환경 소셜벤처 프로젝트 3건이 지난달 크라우드펀딩 플랫폼 와디즈에서 청약 개시 하루 만에 100~200% 넘는 청약률.."
20200812,헤럴드경제,강승연 기자,주식에 크라우드 펀딩도 인기…투자업계 ‘그린뉴딜’ 핫하네,경제>산업_기업,경제>자동차,IT_과학>인터넷_SNS,"[헤럴드경제=강승연 기자] 친환경, 신재생에너지 산업을 전략적으로 육성하는 정부의 그린뉴딜 정책이 발표되면서 불붙은 투자 열기가 증시뿐 아니라 크라우드펀딩 시장까지 달구고 있다... .. .. .. .. 3일 금융투자업계에 따르면 SK이노베이션 임직원들이 참여한 친환경 소셜벤처 프로젝트 3건이 지난달 크라우드펀딩 플랫폼 와디즈에서 청약 개시 하루 만에 .."
20200812,머니투데이,대전=허재구|기자|,"산림청, 100대 명산 숲길 연결망 구축 통해 '스마트 폰 길안내기' 시대 연다",지역>울산,지역>경기,지역>충남,[머니투데이 대전=허재구 기자] ..[관광자원정보 기초자료도 구축 민간에 공개] .. ..산림청은 이달 중순부터 연말까지 국내 100대 명산 숲길 연결망 구축 및 숲 관광 자원조사를 진행한다고 3일 밝혔다. .. ..이에 따라 머지않아 자동차 여행처럼 숲길 여행에서도 지도에 의존하지 않고 스마트 폰의 길안내기 서비스를 이용할 수 있을 것으로 전망된다...
20200812,한국경제,한경닷컴,"O&M 플랫폼 ㈜이도, 당진 염해농지 100MW 태양광 사업 본격 추진",지역>충남,경제>자원,지역>전북,"국내 통합운영관리(O&M, Operating ..& Management) 전문 회사인 주식회사 이도(YIDO, 대표이사 최정훈)가 정부의 ..‘그린뉴딜’ 정책에 맞춰 신재생 에너지 사업 육성에 나선다... .. ..㈜이도는 당진 대호지면 일대 염해농지에 대규모 태양광 발전사업의 본격 추진을 위해 공동 참여사인 SK디앤디, 플라스포와 주주간협약서를 체결했.."
20200812,중부일보,전춘식,"[e안산소식] 전문성 강화 위해…수소명품도시 안산시, 수소에너지 전담조직 신설",지역>경기,지역>충북,지역>경남,안산시가 수소시범도시 사업과 수소충전 인프라 조성 등 선도적으로 추진 중인 수소산업 생태계 구축 사업을 위해 수소에너지 전담조직(TF)을 구성한다고 3일 밝혔다... .. .. ..3일 시에 따르면 지난해 말 수소시범도시 선정과 함께 수소연료전지차 및 충전 인프라 구축 등 다양한 수소에너지 관련 사업이 추진되면서 업무의 전담화가 요구돼 왔다... .. ..
20200812,문화일보,박수진,"중부발전, 온실가스 감축 달성… 현대요업과 배출권 거래 사업",경제>산업_기업,경제>자원,경제>취업_창업,한국중부발전은 지난달 29일 현대요업과 온실가스 외부사업(배출권 거래제 외부사업)을 통해 정부로부터 최초로 인증받은 감축 실적을 이전하는 행사를 열었다고 3일 밝혔다. .. .. .. ..이번 행사는 중부발전이 2018년부터 추진하고 있는 ..‘상생형 온실가스 감축사업’의 첫 결실을 참여 기업과 함께 기념하기 위해 마련했다... 중부발전은 상생형 온실가..
20200812,디지털타임스,이준기,대세는 AR·VR… 낡은규제 걷어내고 신산업 만들어낼 것,IT_과학>과학,,,"정부가 코로나19 이후 비대면 시대의 유망 분야로 주목받고 있는 가상현실(VR)·증강현실(AR) 산업을 키우기 위해 규제혁파에 팔을 걷었다... 포괄적 네거티브 규제체계로 바꿔 신산업 창출을 가로막는 낡고 불명확한 규제를 걷어내고, 사후에 규제하는 방식으로 선제적 규제혁신을 추진하겠다는 전략이다. .. .. .. ..정세균 국무총리는 3일 서울 상암 한.."
20200812,아주경제,차현아,VR 콘텐츠 같이 만들자 생태계 저변넓히는 이동통신사,IT_과학>콘텐츠,IT_과학>모바일,,코로나19로 VR과 AR 같은 실감미디어 수요가 급증하며이동통신 업계가 VR 콘텐츠 제휴에 나섰다... 미디어 업계와의 교류부터 같은 이동통신 사업자와도 손잡고 콘텐츠 공유부터 플랫폼 공동 구축까지다각도로 협력하고 나서는 모습이다... .. .. .. ..3일 KT와 LG유플러스에 따르면 양사는 최근 자사 VR 콘텐츠를 맞교환하기로 뜻을 모았다...
20200812,매일경제,이종화,"전자부품연구원, 한국전자기술연구원으로 이름 바꾸고 새롭게 출발",IT_과학>모바일,IT_과학>과학,,"3일 전자부품연구원(KETI, 원장 김영삼)은 연구원의 이름을 ..'한국전자기술연구원'으로 새롭게 바꿨다고 밝혔다... 이는 지난 1991년부터 사용한 영문 명칭인 ..'Korea Electronics Technology Institute'와 동일한 의미를 갖도록 한 이름이다. ..내년에 창립 30주년을 앞 둔 KETI는 ..’전자부품’의 틀을 벗고 .."
20200812,서울경제,장현일 기자,"인천시, 오는 9월 인천형 뉴딜 종합계획 발표",,,,"인천시는 정부의 한국판 뉴딜 정책에 발맞춰 9월 중으로 인천형 뉴딜 종합계획을 발표할 계획이라고 3일 밝혔다... .. .. .. ..인천시는 이달 초 관계 공무원과 전문가로 인천형 뉴딜 전담팀(TF)을 구성하고, 실·국·사업소별 현안을 중심으로 인천형 뉴딜 종합계획을 수립해 다음 달 발표할 계획이다... .. .. .. ..인천시는 디지털·그린·휴먼 .."
